ENSG00000147443.11	DOK2
ENSG00000038945.13	MSR1
ENSG00000126878.11	AIF1L
ENSG00000198844.9	ARHGEF15
ENSG00000242747.1	AC090515.1
ENSG00000157557.10	ETS2
ENSG00000222849.1	RNA5SP21
ENSG00000216990.2	HSPD1P10
ENSG00000132965.8	ALOX5AP
ENSG00000135111.13	TBX3
ENSG00000113303.10	BTNL8
ENSG00000165115.13	KIF27
ENSG00000231826.4	LINC01819
ENSG00000180596.7	H2BC4
ENSG00000211780.3	TRAV6
ENSG00000176788.8	BASP1
ENSG00000261819.1	AC138932.2
ENSG00000243780.1	AC092754.2
ENSG00000279879.1	AC091152.4
ENSG00000248746.4	ACTN3
ENSG00000258498.5	DIO3OS
ENSG00000124659.6	TBCC
ENSG00000272995.1	AC097505.1
ENSG00000235978.5	AC018816.1
ENSG00000222057.1	RNU4-62P
ENSG00000135447.15	PPP1R1A
ENSG00000229664.1	AL137186.1
ENSG00000102271.12	KLHL4
ENSG00000073737.15	DHRS9
ENSG00000125484.10	GTF3C4
ENSG00000207133.1	SNORD116-7
ENSG00000166920.9	C15orf48
ENSG00000215399.2	HMGB3P7
ENSG00000099937.9	SERPIND1
ENSG00000061676.13	NCKAP1
ENSG00000232139.4	LINC00867
ENSG00000264943.1	SH3GL1P2
ENSG00000222019.6	URAHP
ENSG00000108406.8	DHX40
ENSG00000105982.15	RNF32
ENSG00000173597.7	SULT1B1
ENSG00000175198.13	PCCA
ENSG00000243504.1	RPS23P1
ENSG00000112282.16	MED23
ENSG00000138796.14	HADH
ENSG00000049323.14	LTBP1
ENSG00000261468.1	AC096921.2
ENSG00000260213.4	AC092718.2
ENSG00000267504.1	AC090236.2
ENSG00000273162.1	AL133215.2
ENSG00000112561.16	TFEB
ENSG00000262098.1	AC127496.2
ENSG00000182768.8	NGRN
ENSG00000130487.5	KLHDC7B
ENSG00000213920.7	MDP1
ENSG00000069431.9	ABCC9
ENSG00000104974.9	LILRA1
ENSG00000248159.1	HSPA8P11
ENSG00000260269.4	AC105036.3
ENSG00000144182.15	LIPT1
ENSG00000166897.13	ELFN2
ENSG00000223501.7	VPS52
ENSG00000142623.9	PADI1
ENSG00000113302.4	IL12B
ENSG00000088320.3	REM1
ENSG00000236241.1	AC119744.1
ENSG00000260806.1	AL163051.1
ENSG00000111319.11	SCNN1A
ENSG00000137513.8	NARS2
ENSG00000106012.16	IQCE
ENSG00000204954.8	C12orf73
ENSG00000100246.11	DNAL4
ENSG00000180855.14	ZNF443
ENSG00000255364.1	SMILR
ENSG00000251271.3	ALG1L7P
ENSG00000178573.6	MAF
ENSG00000267939.1	AC008946.1
ENSG00000172572.6	PDE3A
ENSG00000026103.18	FAS
ENSG00000118096.6	IFT46
ENSG00000259792.1	AC104758.1
ENSG00000162711.15	NLRP3
ENSG00000231638.1	LUARIS
ENSG00000198885.8	ITPRIPL1
ENSG00000111729.11	CLEC4A
ENSG00000154743.16	TSEN2
ENSG00000213996.11	TM6SF2
ENSG00000263787.1	SKAP1-AS1
ENSG00000215834.7	FMO9P
ENSG00000166924.7	NYAP1
ENSG00000267534.2	S1PR2
ENSG00000125869.8	LAMP5
ENSG00000279583.1	AC009086.2
ENSG00000273784.3	AL137058.2
ENSG00000237846.1	AL773545.3
ENSG00000234020.1	CHIAP3
ENSG00000278922.1	AC002310.5
ENSG00000242259.7	C22orf39
ENSG00000120832.8	MTERF2
ENSG00000277514.1	OR52Q1P
ENSG00000211972.2	IGHV3-66
ENSG00000118849.8	RARRES1
ENSG00000204103.3	MAFB
ENSG00000125804.12	FAM182A
ENSG00000214198.6	TTC41P
ENSG00000181656.6	GPR88
ENSG00000224699.7	LAMTOR5-AS1
ENSG00000154553.12	PDLIM3
ENSG00000260398.1	AC068700.1
ENSG00000214439.3	FAM185BP
ENSG00000161281.9	COX7A1
ENSG00000272602.4	ZNF595
ENSG00000110906.11	KCTD10
ENSG00000137558.6	PI15
ENSG00000124541.6	RRP36
ENSG00000127399.13	LRRC61
ENSG00000125734.12	GPR108
ENSG00000259917.1	HNRNPLP2
ENSG00000084636.16	COL16A1
ENSG00000116584.16	ARHGEF2
ENSG00000101190.11	TCFL5
ENSG00000123965.13	PMS2P5
ENSG00000225783.5	MIAT
ENSG00000113805.8	CNTN3
ENSG00000264049.1	MIR4737
ENSG00000225630.1	MTND2P28
ENSG00000171777.14	RASGRP4
ENSG00000266290.1	AC015813.3
ENSG00000137834.13	SMAD6
ENSG00000163257.9	DCAF16
ENSG00000204054.10	LINC00963
ENSG00000242244.1	ATP5MC1P3
ENSG00000237126.7	AC073254.1
ENSG00000261823.1	AC084782.2
ENSG00000271320.1	AC091488.1
ENSG00000211658.2	IGLV3-27
ENSG00000261678.2	SCRT1
ENSG00000258131.1	AC007656.2
ENSG00000163629.11	PTPN13
ENSG00000125730.15	C3
ENSG00000229466.1	LINC02627
ENSG00000101017.12	CD40
ENSG00000152932.7	RAB3C
ENSG00000278965.1	AC122713.2
ENSG00000254016.2	ALG1L10P
ENSG00000167315.16	ACAA2
ENSG00000206573.7	THUMPD3-AS1
ENSG00000185070.9	FLRT2
ENSG00000083520.13	DIS3
ENSG00000260907.1	AC015818.2
ENSG00000230202.1	AL450405.1
ENSG00000162645.11	GBP2
ENSG00000275468.1	AC004678.1
ENSG00000164483.15	SAMD3
ENSG00000100311.15	PDGFB
ENSG00000127364.3	TAS2R4
ENSG00000104969.8	SGTA
ENSG00000204252.11	HLA-DOA
ENSG00000224367.5	OACYLP
ENSG00000274307.1	AC023449.2
ENSG00000235410.1	AL157896.1
ENSG00000253746.1	AC091182.2
ENSG00000246363.2	LINC02458
ENSG00000198682.11	PAPSS2
ENSG00000204564.10	C6orf136
ENSG00000279805.1	Z95114.3
ENSG00000259585.2	RBM17P4
ENSG00000010803.15	SCMH1
ENSG00000273760.1	AC245041.1
ENSG00000080546.12	SESN1
ENSG00000276449.1	AC004076.2
ENSG00000259831.1	LINC00567
ENSG00000149292.15	TTC12
ENSG00000257093.5	DENND11
ENSG00000188646.6	AC123904.1
ENSG00000233616.2	AL359636.1
ENSG00000215878.3	MARCKSL1P2
ENSG00000196843.14	ARID5A
ENSG00000211706.2	TRBV6-1
ENSG00000196428.11	TSC22D2
ENSG00000187773.8	DIPK1C
ENSG00000138411.9	HECW2
ENSG00000272391.4	POM121C
ENSG00000213983.10	AP1G2
ENSG00000244691.1	RPL10AP1
ENSG00000115687.12	PASK
ENSG00000272752.4	STAG3L5P-PVRIG2P-PILRB
ENSG00000138078.14	PREPL
ENSG00000162542.12	TMCO4
ENSG00000118046.13	STK11
ENSG00000168389.16	MFSD2A
ENSG00000266840.1	AC068254.1
ENSG00000183763.7	TRAIP
ENSG00000276663.1	AC009090.3
ENSG00000235776.2	AC000089.1
ENSG00000105708.8	ZNF14
ENSG00000188848.14	BEND4
ENSG00000234585.5	CCT6P3
ENSG00000145002.11	FAM86B2
ENSG00000074370.16	ATP2A3
ENSG00000143337.17	TOR1AIP1
ENSG00000169740.12	ZNF32
ENSG00000226754.1	AL606760.1
ENSG00000157657.13	ZNF618
ENSG00000142494.12	SLC47A1
ENSG00000177788.5	AL162595.1
ENSG00000141504.10	SAT2
ENSG00000266907.1	AC006116.1
ENSG00000196967.9	ZNF585A
ENSG00000132026.12	RTBDN
ENSG00000251973.1	RNU6-473P
ENSG00000155886.10	SLC24A2
ENSG00000175970.8	UNC119B
ENSG00000203859.8	HSD3B2
ENSG00000106948.15	AKNA
ENSG00000256394.2	ASIC5
ENSG00000166471.9	TMEM41B
ENSG00000134815.17	DHX34
ENSG00000267100.1	ILF3-DT
ENSG00000167588.11	GPD1
ENSG00000063322.12	MED29
ENSG00000236104.2	ZBTB22
ENSG00000139211.6	AMIGO2
ENSG00000185404.15	SP140L
ENSG00000204889.9	KRT40
ENSG00000267074.1	AC015911.3
ENSG00000232629.7	HLA-DQB2
ENSG00000261448.1	AC109446.2
ENSG00000033122.17	LRRC7
ENSG00000261324.2	AC010168.2
ENSG00000273837.1	AC018755.4
ENSG00000124875.8	CXCL6
ENSG00000271970.1	RP3-337H4.10
ENSG00000169508.6	GPR183
ENSG00000147140.14	NONO
ENSG00000119535.16	CSF3R
ENSG00000120256.8	LRP11
ENSG00000072818.10	ACAP1
ENSG00000177106.13	EPS8L2
ENSG00000244086.1	AC110749.1
ENSG00000251675.1	AC010260.1
ENSG00000274210.1	RNVU1-27
ENSG00000234740.1	AL162386.2
ENSG00000273361.1	AC021016.2
ENSG00000177455.10	CD19
ENSG00000187657.6	TSPY13P
ENSG00000177706.8	FAM20C
ENSG00000152049.6	KCNE4
ENSG00000207730.2	MIR200B
ENSG00000248923.1	MTND5P11
ENSG00000268423.3	AC093503.1
ENSG00000143297.17	FCRL5
ENSG00000225693.1	LAGE3P1
ENSG00000115875.17	SRSF7
ENSG00000159915.11	ZNF233
ENSG00000113555.5	PCDH12
ENSG00000166927.11	MS4A7
ENSG00000169583.12	CLIC3
ENSG00000179776.16	CDH5
ENSG00000007541.13	PIGQ
ENSG00000148308.16	GTF3C5
ENSG00000105707.12	HPN
ENSG00000232759.1	AC002480.1
ENSG00000200225.1	RNA5SP382
ENSG00000118960.11	HS1BP3
ENSG00000211685.3	IGLC7
ENSG00000136444.8	RSAD1
ENSG00000184058.11	TBX1
ENSG00000088808.15	PPP1R13B
ENSG00000078596.9	ITM2A
ENSG00000124160.10	NCOA5
ENSG00000261533.2	RP11-15N24.4
ENSG00000279148.1	AC126474.1
ENSG00000259747.1	RP11-275I4.2
ENSG00000165533.17	TTC8
ENSG00000151690.13	MFSD6
ENSG00000130734.8	ATG4D
ENSG00000237803.4	LINC00211
ENSG00000196562.13	SULF2
ENSG00000271555.1	AC113139.1
ENSG00000167414.4	GNG8
ENSG00000188305.5	PEAK3
ENSG00000187193.8	MT1X
ENSG00000109854.12	HTATIP2
ENSG00000057704.9	TMCC3
ENSG00000081665.12	ZNF506
ENSG00000249119.1	MTND6P4
ENSG00000253405.1	EVX1-AS
ENSG00000162779.19	AXDND1
ENSG00000280378.1	AL353898.3
ENSG00000275400.1	AC006001.4
ENSG00000259291.2	ZNF710-AS1
ENSG00000007255.9	TRAPPC6A
ENSG00000175787.15	ZNF169
ENSG00000229021.2	AL450992.1
ENSG00000235244.3	DANT2
ENSG00000185973.9	TMLHE
ENSG00000259642.2	ST20-AS1
ENSG00000175548.7	ALG10B
ENSG00000117593.9	DARS2
ENSG00000180900.15	SCRIB
ENSG00000236393.1	AC091806.1
ENSG00000099869.7	IGF2-AS
ENSG00000199121.3	MIR26B
ENSG00000158639.10	PAGE5
ENSG00000242516.1	LINC00960
ENSG00000243276.4	AC068633.1
ENSG00000230793.1	SMARCE1P5
ENSG00000115226.8	FNDC4
ENSG00000226864.1	ATE1-AS1
ENSG00000103005.10	USB1
ENSG00000272948.2	AP001412.1
ENSG00000137101.11	CD72
ENSG00000068615.15	REEP1
ENSG00000153944.9	MSI2
ENSG00000157216.14	SSBP3
ENSG00000126460.9	PRRG2
ENSG00000162747.8	FCGR3B
ENSG00000130396.19	AFDN
ENSG00000254469.6	AP002495.1
ENSG00000145337.4	PYURF
ENSG00000150401.13	DCUN1D2
ENSG00000170175.9	CHRNB1
ENSG00000138398.14	PPIG
ENSG00000152910.17	CNTNAP4
ENSG00000275481.1	AC025031.4
ENSG00000196378.10	ZNF34
ENSG00000211965.3	IGHV3-49
ENSG00000234956.4	LINC02539
ENSG00000258806.1	OR11H7
ENSG00000166387.10	PPFIBP2
ENSG00000137673.7	MMP7
ENSG00000069812.10	HES2
ENSG00000165244.6	ZNF367
ENSG00000248932.4	AC046134.2
ENSG00000267277.1	AC024575.1
ENSG00000118976.5	OTUD4P1
ENSG00000204949.7	FAM83A-AS1
ENSG00000261094.2	AC007066.2
ENSG00000214263.2	RPSAP53
ENSG00000075856.10	SART3
ENSG00000078403.15	MLLT10
ENSG00000182568.15	SATB1
ENSG00000273254.1	AF129075.2
ENSG00000213561.4	AC103591.2
ENSG00000236366.1	AL359313.1
ENSG00000244968.5	LIFR-AS1
ENSG00000230676.1	AL353803.2
ENSG00000168661.13	ZNF30
ENSG00000278993.1	AC002350.2
ENSG00000231355.1	AP000302.1
ENSG00000269391.1	AC010139.1
ENSG00000246465.1	AC138904.1
ENSG00000279384.1	AC080188.2
ENSG00000166562.7	SEC11C
ENSG00000120057.4	SFRP5
ENSG00000011485.13	PPP5C
ENSG00000111799.19	COL12A1
ENSG00000250794.2	ALG1L12P
ENSG00000138617.13	PARP16
ENSG00000115998.6	C2orf42
ENSG00000243629.1	LINC00880
ENSG00000226221.1	RPL26P19
ENSG00000225506.2	CYP4A22-AS1
ENSG00000180190.10	TDRP
ENSG00000145391.12	SETD7
ENSG00000215915.8	ATAD3C
ENSG00000103550.12	KNOP1
ENSG00000198521.10	ZNF43
ENSG00000124177.13	CHD6
ENSG00000256771.2	ZNF253
ENSG00000156398.11	SFXN2
ENSG00000196301.3	HLA-DRB9
ENSG00000177096.7	PHETA2
ENSG00000254295.1	AC008429.3
ENSG00000267289.1	AC008752.2
ENSG00000265959.1	AL354720.1
ENSG00000272839.1	AC011899.2
ENSG00000092036.15	HAUS4
ENSG00000202063.1	RNA5SP79
ENSG00000132832.8	AL139352.1
ENSG00000105568.16	PPP2R1A
ENSG00000197769.5	MAP1LC3C
ENSG00000215012.7	RTL10
ENSG00000261838.4	AC092718.6
ENSG00000231831.1	MTHFD1P1
ENSG00000170315.12	UBB
ENSG00000217835.3	RBMXP5
ENSG00000096968.11	JAK2
ENSG00000100298.14	APOBEC3H
ENSG00000198952.8	SMG5
ENSG00000154258.15	ABCA9
ENSG00000132005.7	RFX1
ENSG00000196123.11	KIAA0895L
ENSG00000254837.2	AP001372.2
ENSG00000247572.6	CKMT2-AS1
ENSG00000171056.7	SOX7
ENSG00000182973.17	CNOT10
ENSG00000272682.1	AC004471.2
ENSG00000228878.6	SEPTIN7-DT
ENSG00000211764.1	TRBJ2-1
ENSG00000164066.11	INTU
ENSG00000171608.14	PIK3CD
ENSG00000217643.1	PTGES3P2
ENSG00000256474.1	TRAV11
ENSG00000198083.8	KRTAP9-9
ENSG00000165185.13	KIAA1958
ENSG00000140259.6	MFAP1
ENSG00000170468.7	RIOX1
ENSG00000173210.18	ABLIM3
ENSG00000184613.9	NELL2
ENSG00000139239.7	RPL14P1
ENSG00000272783.1	AC147067.2
ENSG00000166797.9	CIAO2A
ENSG00000111832.11	RWDD1
ENSG00000012822.14	CALCOCO1
ENSG00000116752.5	BCAS2
ENSG00000211638.2	IGLV8-61
ENSG00000230074.1	AL162231.2
ENSG00000248191.1	PES1P1
ENSG00000280219.1	AC093908.1
ENSG00000270557.1	AC013731.1
ENSG00000172922.7	RNASEH2C
ENSG00000280161.1	AC022413.1
ENSG00000243056.1	EIF4EBP3
ENSG00000198026.7	ZNF335
ENSG00000196597.10	ZNF782
ENSG00000140104.12	CLBA1
ENSG00000160539.4	PLPP7
ENSG00000168899.4	VAMP5
ENSG00000256940.1	PPP1R14B-AS1
ENSG00000117228.9	GBP1
ENSG00000141627.12	DYM
ENSG00000258419.1	AC022469.1
ENSG00000066056.12	TIE1
ENSG00000187079.13	TEAD1
ENSG00000258476.4	LINC02207
ENSG00000075089.8	ACTR6
ENSG00000272654.1	AL358472.2
ENSG00000148842.16	CNNM2
ENSG00000109107.12	ALDOC
ENSG00000250448.1	AC092335.1
ENSG00000213542.3	AC007000.1
ENSG00000250942.1	ENPP7P11
ENSG00000166035.9	LIPC
ENSG00000108700.4	CCL8
ENSG00000127191.16	TRAF2
ENSG00000234484.1	AL032821.1
ENSG00000156983.14	BRPF1
ENSG00000169955.7	ZNF747
ENSG00000154305.15	MIA3
ENSG00000230138.1	LINC02812
ENSG00000189143.9	CLDN4
ENSG00000279349.1	AC092692.1
ENSG00000160298.16	C21orf58
ENSG00000162676.10	GFI1
ENSG00000280913.1	CTSLP3
ENSG00000164330.15	EBF1
ENSG00000156162.15	DPY19L4
ENSG00000276032.1	AL627230.4
ENSG00000280135.1	AL096816.1
ENSG00000211664.2	IGLV2-18
ENSG00000226696.4	LENG8-AS1
ENSG00000087086.12	FTL
ENSG00000270917.1	AL161911.1
ENSG00000111404.5	RERGL
ENSG00000168038.9	ULK4
ENSG00000277383.1	AC010331.1
ENSG00000067704.9	IARS2
ENSG00000151617.14	EDNRA
ENSG00000186017.13	ZNF566
ENSG00000239917.3	RPS10P16
ENSG00000088970.14	KIZ
ENSG00000105968.17	H2AZ2
ENSG00000271414.1	AC093107.2
ENSG00000162576.15	MXRA8
ENSG00000275052.3	PPP4R3B
ENSG00000245812.2	LINC02202
ENSG00000239819.2	IGKV1D-8
ENSG00000266066.1	POLRMTP1
ENSG00000198642.6	KLHL9
ENSG00000186810.7	CXCR3
ENSG00000099985.3	OSM
ENSG00000140968.9	IRF8
ENSG00000106133.16	NSUN5P2
ENSG00000124249.6	KCNK15
ENSG00000075651.14	PLD1
ENSG00000226414.1	MTCYBP38
ENSG00000274750.1	H3C6
ENSG00000267425.1	LINC01928
ENSG00000101216.9	GMEB2
ENSG00000137809.15	ITGA11
ENSG00000254575.1	AC022039.1
ENSG00000140749.8	IGSF6
ENSG00000260721.1	AF067845.1
ENSG00000005381.7	MPO
ENSG00000275479.1	AC087741.2
ENSG00000117450.12	PRDX1
ENSG00000199753.1	SNORD104
ENSG00000237541.3	HLA-DQA2
ENSG00000100814.16	CCNB1IP1
ENSG00000213300.5	HNRNPA3P6
ENSG00000163719.17	MTMR14
ENSG00000155592.14	ZKSCAN2
ENSG00000029559.6	IBSP
ENSG00000083750.11	RRAGB
ENSG00000105426.13	PTPRS
ENSG00000162526.6	TSSK3
ENSG00000176014.11	TUBB6
ENSG00000198755.9	RPL10A
ENSG00000228782.6	MRPL45P2
ENSG00000127445.12	PIN1
ENSG00000010282.13	HHATL
ENSG00000130176.6	CNN1
ENSG00000271833.1	AL445222.1
ENSG00000196588.13	MRTFA
ENSG00000240616.1	RPS6P25
ENSG00000150477.13	KIAA1328
ENSG00000165819.10	METTL3
ENSG00000198829.6	SUCNR1
ENSG00000262075.3	DKFZP434A062
ENSG00000240374.3	RN7SL503P
ENSG00000266059.2	RN7SL140P
ENSG00000187959.8	CPSF4L
ENSG00000134470.18	IL15RA
ENSG00000214300.7	SPDYE3
ENSG00000182048.10	TRPC2
ENSG00000125089.15	SH3TC1
ENSG00000084093.14	REST
ENSG00000146221.9	TCTE1
ENSG00000186994.10	KANK3
ENSG00000196878.11	LAMB3
ENSG00000066654.11	THUMPD1
ENSG00000275714.1	H3C1
ENSG00000101160.12	CTSZ
ENSG00000253364.1	COPDA1
ENSG00000147162.12	OGT
ENSG00000275441.1	AC020765.2
ENSG00000268650.3	AC005759.1
ENSG00000166263.12	STXBP4
ENSG00000260493.1	AC011773.4
ENSG00000227145.1	IL21-AS1
ENSG00000223731.2	SUPT20HL1
ENSG00000231265.1	TRERNA1
ENSG00000244151.1	AC010973.2
ENSG00000176783.13	RUFY1
ENSG00000167005.12	NUDT21
ENSG00000101230.5	ISM1
ENSG00000131069.18	ACSS2
ENSG00000213453.3	FTH1P3
ENSG00000168961.15	LGALS9
ENSG00000184305.13	CCSER1
ENSG00000268568.1	AC007228.2
ENSG00000101138.10	CSTF1
ENSG00000164296.6	TIGD6
ENSG00000165124.16	SVEP1
ENSG00000135899.15	SP110
ENSG00000280053.1	AC011199.1
ENSG00000269927.1	AC004817.3
ENSG00000109118.12	PHF12
ENSG00000234477.1	AC004231.1
ENSG00000125657.4	TNFSF9
ENSG00000124334.15	IL9R
ENSG00000188283.10	ZNF383
ENSG00000137413.14	TAF8
ENSG00000106701.10	FSD1L
ENSG00000267764.1	AC093567.1
ENSG00000141434.10	MEP1B
ENSG00000205755.9	CRLF2
ENSG00000143630.8	HCN3
ENSG00000149577.14	SIDT2
ENSG00000268744.1	AC008758.4
ENSG00000240747.6	KRBOX1
ENSG00000242083.2	RPL7AP31
ENSG00000177082.11	WDR73
ENSG00000110011.12	DNAJC4
ENSG00000184956.14	MUC6
ENSG00000273805.1	AC083805.3
ENSG00000228798.1	AP000473.5
ENSG00000126870.14	DYNC2I1
ENSG00000105928.12	GSDME
ENSG00000248144.4	ADH1C
ENSG00000270876.1	ZNF30-AS1
ENSG00000188242.4	PP7080
ENSG00000204514.8	ZNF814
ENSG00000142549.9	IGLON5
ENSG00000267397.1	AC090229.1
ENSG00000141698.15	NT5C3B
ENSG00000166428.11	PLD4
ENSG00000196867.6	ZFP28
ENSG00000153363.11	LINC00467
ENSG00000129472.11	RAB2B
ENSG00000148218.14	ALAD
ENSG00000250091.2	DNAH10OS
ENSG00000052841.13	TTC17
ENSG00000152795.16	HNRNPDL
ENSG00000110844.12	PRPF40B
ENSG00000281103.1	TRG-AS1
ENSG00000211451.10	GNRHR2
ENSG00000198920.8	KIAA0753
ENSG00000100711.12	ZFYVE21
ENSG00000227591.4	HSD11B1-AS1
ENSG00000271155.1	AL161729.1
ENSG00000234263.1	MAP3K5-AS1
ENSG00000160471.11	COX6B2
ENSG00000121905.8	HPCA
ENSG00000139531.11	SUOX
ENSG00000255129.4	AP000880.1
ENSG00000005302.16	MSL3
ENSG00000167264.16	DUS2
ENSG00000183023.17	SLC8A1
ENSG00000229980.4	TOB1-AS1
ENSG00000179300.3	RTL3
ENSG00000136381.11	IREB2
ENSG00000144644.13	GADL1
ENSG00000260841.1	CTC-205M6.5
ENSG00000178921.12	PFAS
ENSG00000274929.1	AL157813.1
ENSG00000135775.12	COG2
ENSG00000274835.1	AC100757.2
ENSG00000235158.1	AC087430.1
ENSG00000238078.1	LINC01352
ENSG00000189430.11	NCR1
ENSG00000256148.1	AP000763.2
ENSG00000227354.5	RBM26-AS1
ENSG00000100079.6	LGALS2
ENSG00000189127.6	ANKRD34B
ENSG00000105472.11	CLEC11A
ENSG00000215065.3	DUSP8P1
ENSG00000137491.13	SLCO2B1
ENSG00000086159.11	AQP6
ENSG00000150540.12	HNMT
ENSG00000233347.1	ERP29P1
ENSG00000279390.1	AF127577.6
ENSG00000065923.8	SLC9A7
ENSG00000254458.1	AP001107.3
ENSG00000136546.12	SCN7A
ENSG00000130518.15	IQCN
ENSG00000170017.11	ALCAM
ENSG00000266824.1	AC129492.4
ENSG00000127418.13	FGFRL1
ENSG00000245330.4	AP005717.1
ENSG00000101307.14	SIRPB1
ENSG00000260260.1	SNHG19
ENSG00000196387.8	ZNF140
ENSG00000145335.14	SNCA
ENSG00000234664.1	HMGN2P5
ENSG00000277363.3	SRCIN1
ENSG00000168795.4	ZBTB5
ENSG00000249867.4	LINC02742
ENSG00000075303.11	SLC25A40
ENSG00000233558.1	AL050331.1
ENSG00000100604.11	CHGA
ENSG00000239961.2	LILRA4
ENSG00000143753.11	DEGS1
ENSG00000159674.10	SPON2
ENSG00000162892.14	IL24
ENSG00000099194.5	SCD
ENSG00000232388.4	SMIM26
ENSG00000167118.9	URM1
ENSG00000148297.14	MED22
ENSG00000226786.2	RP1-167F1.2
ENSG00000132849.17	PATJ
ENSG00000279237.1	AL161773.1
ENSG00000256967.1	AC018653.3
ENSG00000204147.8	ASAH2B
ENSG00000128262.7	POM121L9P
ENSG00000245205.3	EEF1A1P4
ENSG00000226711.5	FAM66C
ENSG00000073067.12	CYP2W1
ENSG00000150681.8	RGS18
ENSG00000250387.2	LINC02197
ENSG00000137076.17	TLN1
ENSG00000183077.14	AFMID
ENSG00000239650.4	GUSBP4
ENSG00000007237.17	GAS7
ENSG00000114019.13	AMOTL2
ENSG00000007264.12	MATK
ENSG00000233937.5	CTC-338M12.4
ENSG00000256073.3	URB1-AS1
ENSG00000265055.1	AC145343.1
ENSG00000168209.4	DDIT4
ENSG00000119630.12	PGF
ENSG00000108509.19	CAMTA2
ENSG00000224067.2	AL354877.1
ENSG00000086232.11	EIF2AK1
ENSG00000198157.9	HMGN5
ENSG00000232237.3	ASCL5
ENSG00000125810.9	CD93
ENSG00000165105.9	RASEF
ENSG00000089225.18	TBX5
ENSG00000279798.1	AC018659.8
ENSG00000224132.2	AC112715.1
ENSG00000123496.6	IL13RA2
ENSG00000131269.14	ABCB7
ENSG00000224621.1	AL451042.1
ENSG00000174738.11	NR1D2
ENSG00000165494.9	PCF11
ENSG00000249574.1	AC226118.1
ENSG00000240253.4	FAR2P3
ENSG00000211943.2	IGHV3-15
ENSG00000163606.9	CD200R1
ENSG00000219700.1	PTCHD3P3
ENSG00000255090.4	MIR100HG
ENSG00000273004.1	AL078644.1
ENSG00000163751.3	CPA3
ENSG00000118308.13	IRAG2
ENSG00000170037.12	CNTROB
ENSG00000272115.1	AC233992.3
ENSG00000142185.15	TRPM2
ENSG00000138107.10	ACTR1A
ENSG00000163959.8	SLC51A
ENSG00000135441.6	BLOC1S1
ENSG00000211961.3	IGHV1-45
ENSG00000154165.4	GPR15
ENSG00000176659.7	C20orf197
ENSG00000131899.9	LLGL1
ENSG00000249593.5	AC011405.1
ENSG00000248441.5	LINC01197
ENSG00000263667.1	AL035696.3
ENSG00000280304.1	AC104260.2
ENSG00000138670.15	RASGEF1B
ENSG00000248279.4	LINC02120
ENSG00000103245.12	CIAO3
ENSG00000235280.2	MCF2L-AS1
ENSG00000145284.10	SCD5
ENSG00000177732.7	SOX12
ENSG00000267532.3	MIR497HG
ENSG00000095303.13	PTGS1
ENSG00000245958.5	AC093752.1
ENSG00000222808.1	RNU4-47P
ENSG00000257925.1	AC008083.2
ENSG00000204316.11	MRPL38
ENSG00000225778.4	PROSER2-AS1
ENSG00000236120.5	AC110995.1
ENSG00000168785.6	TSPAN5
ENSG00000278376.1	AP004609.3
ENSG00000240233.3	RN7SL587P
ENSG00000172250.13	SERHL
ENSG00000105738.9	SIPA1L3
ENSG00000111254.6	AKAP3
ENSG00000173846.11	PLK3
ENSG00000265590.8	CFAP298-TCP10L
ENSG00000239467.4	AC007405.3
ENSG00000258378.1	AL139021.1
ENSG00000105939.11	ZC3HAV1
ENSG00000171224.8	FAM241B
ENSG00000149654.8	CDH22
ENSG00000149809.13	TM7SF2
ENSG00000278700.1	Metazoa_SRP
ENSG00000198720.11	ANKRD13B
ENSG00000274054.1	MIR4727
ENSG00000188511.11	C22orf34
ENSG00000167565.11	SERTAD3
ENSG00000274022.1	AL121873.1
ENSG00000257735.1	AC090115.1
ENSG00000213445.7	SIPA1
ENSG00000109667.10	SLC2A9
ENSG00000255965.1	AC073916.1
ENSG00000262874.1	C19orf84
ENSG00000276600.3	RAB7B
ENSG00000125386.13	FAM193A
ENSG00000230124.5	ACBD6
ENSG00000141574.6	SECTM1
ENSG00000076826.8	CAMSAP3
ENSG00000069399.11	BCL3
ENSG00000224585.1	AC103563.1
ENSG00000184635.12	ZNF93
ENSG00000230872.1	MFSD13B
ENSG00000280012.1	RPL23AP61
ENSG00000275454.1	AC105020.6
ENSG00000101654.16	RNMT
ENSG00000163554.10	SPTA1
ENSG00000179262.8	RAD23A
ENSG00000164342.11	TLR3
ENSG00000181036.12	FCRL6
ENSG00000172878.12	METAP1D
ENSG00000281591.1	DBET
ENSG00000130702.12	LAMA5
ENSG00000117620.11	SLC35A3
ENSG00000077348.7	EXOSC5
ENSG00000104218.12	CSPP1
ENSG00000166922.7	SCG5
ENSG00000214293.7	APTR
ENSG00000178425.12	NT5DC1
ENSG00000120705.11	ETF1
ENSG00000118523.5	CCN2
ENSG00000258311.4	AC009779.3
ENSG00000130766.4	SESN2
ENSG00000260997.1	AC004847.1
ENSG00000130703.14	OSBPL2
ENSG00000244474.4	UGT1A4
ENSG00000278677.1	H2AC17
ENSG00000148341.16	SH3GLB2
ENSG00000073598.5	FNDC8
ENSG00000259349.1	AC011921.1
ENSG00000158488.14	CD1E
ENSG00000260852.1	FBXL19-AS1
ENSG00000225762.1	LINC01389
